Company,Ticker,Market Cap,Price,Daily Change (%),Country
Brunswick Corporation,BC,7380000000.0,95.27,-3.73,USA
First American,FAF,7370000000.0,67.05,-0.87,USA
Capri Holdings,CPRI,7350000000.0,48.41,-5.47,UK
IAA-Insurance Auto Auctions,IAA,7350000000.0,54.57,-1.03,USA
Welcia Holdings,3141.T,7340000000.0,35.32,-1.5,Japan
Hankyu Hanshin Holdings,9042.T,7340000000.0,30.49,-3.4,Japan
Alaska Airlines,ALK,7330000000.0,58.6,-3.06,USA
Pearson,PSO,7330000000.0,9.67,0.42,UK
Chemed,CHE,7310000000.0,465.12,-0.89,USA
OneMain Financial,OMF,7300000000.0,55.33,-0.7,USA
Phillips-Van Heusen,PVH,7300000000.0,102.79,-6.02,USA
Plains All American Pipeline,PAA,7290000000.0,10.17,-1.36,USA
Gildan,GIL,7290000000.0,36.51,-2.14,Canada
Banco Inter,BIDI3.SA,7280000000.0,2.82,-7.01,Brazil
Bajaj Holdings & Investment,BAJAJHLDNG.NS,7280000000.0,65.45,0.97,India
Taishin Financial Holdings,2887.TW,7280000000.0,0.64,-1.93,Taiwan
Companhia Siderúrgica Nacional,SID,7250000000.0,5.26,2.33,Brazil
United Internet,UTDI.F,7250000000.0,38.73,-0.33,Germany
Polaris,PII,7250000000.0,119.66,-3.43,USA
Royal Mail,ROYMF,7240000000.0,7.25,0.0,UK
Dun & Bradstreet,DNB,7240000000.0,16.81,0.66,USA
Eurazeo,RF.PA,7240000000.0,94.33,0.0,France
ShockWave Medical,SWAV,7230000000.0,205.88,0.27,USA
CTS Eventim,EVD.F,7220000000.0,75.23,-0.83,Germany
Wyndham Hotels & Resorts,WH,7210000000.0,77.19,-1.37,USA
Canadian Utilities,CU.TO,7210000000.0,26.85,-0.38,Canada
Hulic,3003.T,7210000000.0,10.8,-3.21,Japan
Charoen Pokphand Indonesia,CPIN.JK,7210000000.0,0.44,-1.95,Indonesia
GLP J-REIT,3281.T,7210000000.0,1608.0,-1.86,Japan
Woodward,WWD,7190000000.0,113.2,-0.33,USA
Jubilant FoodWorks,JUBLFOOD.NS,7190000000.0,54.54,0.12,India
Iida Group,3291.T,7190000000.0,24.94,-3.19,Japan
Holmen,HOLM-B.ST,7180000000.0,43.96,1.37,Sweden
Far EasTone,4904.TW,7180000000.0,2.2,-0.33,Taiwan
WillScot,WSC,7170000000.0,31.72,-0.75,USA
Pure Storage,PSTG,7170000000.0,25.16,-0.47,USA
Pinnacle Financial Partners,PNFP,7160000000.0,94.08,-1.06,USA
Omega Healthcare,OHI,7150000000.0,29.96,-1.22,USA
Nanya Technology,2408.TW,7140000000.0,2.31,-2.43,Taiwan
Elang Mahkota Teknologi,EMTK.JK,7130000000.0,0.12,-2.01,Indonesia
Janus Henderson,JHG,7120000000.0,41.33,-1.1,UK
Workiva,WK,7120000000.0,140.96,1.73,USA
Stifel,SF,7120000000.0,67.96,-1.59,USA
RaiaDrogasil,RADL3.SA,7120000000.0,4.31,-2.83,Brazil
Donaldson,DCI,7110000000.0,57.41,-3.82,USA
Tenet Healthcare,THC,7110000000.0,66.44,-3.21,USA
GCI Liberty,GLIBP,7110000000.0,28.38,0.18,USA
Japan Post Insurance,7181.T,7100000000.0,17.79,-2.31,Japan
RLX Technology,RLX,7090000000.0,4.52,2.03,China
Boyd Gaming,BYD,7090000000.0,63.26,-2.0,USA
Wärtsilä,WRT1V.HE,7090000000.0,12.02,0.73,Finland
Asahi Intecc,7747.T,7080000000.0,27.18,-0.98,Japan
Kohl's,KSS,7080000000.0,47.09,-12.24,USA
Pilgrim's Pride,PPC,7080000000.0,29.08,-1.59,USA
Old Republic International,ORI,7070000000.0,23.13,-0.17,USA
Starwood Property Trust,STWD,7030000000.0,24.41,-2.13,USA
Choice Hotels International,CHH,7030000000.0,126.37,-2.97,USA
Synaptics,SYNA,7020000000.0,179.73,-0.75,USA
Oshkosh Corporation,OSK,7020000000.0,102.37,-2.39,USA
BridgeBio Pharma,BBIO,7010000000.0,46.87,-1.57,USA
Post Holdings,POST,7010000000.0,110.16,-1.66,USA
B2W Digital,BTOW3.SA,7010000000.0,12.42,-3.99,Brazil
Hanwha Solutions,009830.KS,7000000000.0,36.3,-4.13,S. Korea
Pargesa Holding,PARG.SW,6990000000.0,90.81,0.12,Switzerland
Macy's,M,6990000000.0,22.6,-8.5,USA
LOTTE Chemical,011170.KS,6990000000.0,204.13,0.0,S. Korea
Casey's General Stores,CASY,6990000000.0,188.45,-1.8,USA
Woori Financial Group,WF,6990000000.0,28.9,0.56,S. Korea
Bank Negara Indonesia,BBNI.JK,6980000000.0,0.38,0.0,Indonesia
Sumitomo Dainippon Pharma,4506.T,6970000000.0,17.56,-1.7,Japan
Central Pattana,CPN.BK,6970000000.0,1.56,-0.47,Thailand
Voya Financial,VOYA,6960000000.0,61.39,-0.37,USA
Torrent Pharmaceuticals,TORNTPHARM.NS,6960000000.0,41.14,-1.08,India
Shanghai Commercial and Savings Bank,5876.TW,6950000000.0,1.56,-2.48,Taiwan
Kobe Bussan,3038.T,6950000000.0,32.19,-1.5,Japan
Chart Industries,GTLS,6950000000.0,191.11,-1.56,USA
easyJet,EJT1.F,6930000000.0,9.14,1.49,UK
Keppel,BN4.SI,6920000000.0,3.81,-0.77,Singapore
Descartes Systems,DSGX,6920000000.0,81.26,1.92,Canada
Reply,REY.MI,6910000000.0,185.06,1.27,Italy
BlackLine,BL,6890000000.0,118.06,0.04,USA
People's United Bank,PBCTP,6890000000.0,28.4,-0.66,USA
Bâloise,BALN.SW,6890000000.0,152.48,-0.35,Switzerland
Husqvarna,HUSQ-A.ST,6880000000.0,11.98,0.38,Sweden
Nielsen,NLSN,6880000000.0,19.19,-0.98,USA
Tata Power,TATAPOWER.NS,6850000000.0,2.15,0.28,India
Tecan,TECN.SW,6840000000.0,569.54,1.82,Switzerland
AVEVA,AVV.L,6830000000.0,6.23,0.5,UK
Colfax Corporation,CFX,6830000000.0,45.9,-1.33,USA
nCino,NCNO,6830000000.0,71.03,1.07,USA
IDBI Bank,IDBI.NS,6810000000.0,0.63,1.62,India
Indofood CBP,ICBP.JK,6810000000.0,0.58,0.3,Indonesia
Ritchie Bros. Auctioneers,RBA,6800000000.0,61.66,0.28,Canada
Thor Industries,THO,6790000000.0,122.76,-3.67,USA
Medpace,MEDP,6770000000.0,189.28,0.86,USA
Valeo,FR.PA,6770000000.0,28.15,0.41,France
Kosé,4922.T,6770000000.0,118.73,-0.75,Japan
ARC Resources,ARX.TO,6760000000.0,9.34,3.22,Canada
Kinross Gold,KGC,6760000000.0,5.36,2.29,Canada
United Tractors,UTY.F,6740000000.0,1.76,2.7,Indonesia
TopBuild,BLD,6740000000.0,204.81,-3.25,USA
Envista,NVST,6740000000.0,41.81,-2.52,USA
American Campus Communities,ACC,6730000000.0,48.45,-3.1,USA
Inter Pipeline,IPL.TO,6730000000.0,15.69,0.1,Canada
EastGroup Properties,EGP,6730000000.0,166.63,-1.15,USA
Toll Brothers,TOL,6720000000.0,55.29,-4.03,USA
Littelfuse,LFUS,6720000000.0,273.27,-1.23,USA
First Industrial Realty Trust,FR,6720000000.0,52.08,-1.38,USA
Euronet Worldwide,EEFT,6720000000.0,127.28,-1.34,USA
ADT,ADT,6720000000.0,8.09,-1.34,USA
COSMOS Pharmaceutical,3349.T,6720000000.0,169.78,-0.21,Japan
Marriott Vacations Worldwide,VAC,6710000000.0,157.33,-3.3,USA
Axalta,AXTA,6710000000.0,29.19,-2.47,USA
Celsius Holdings,CELH,6710000000.0,90.09,-0.54,USA
Kornit Digital,KRNT,6690000000.0,144.74,0.42,Israel
Fiverr,FVRR,6670000000.0,182.68,2.85,Israel
Mapfre,MAP.MC,6670000000.0,2.19,-0.37,Spain
AngloGold Ashanti,AU,6670000000.0,15.99,5.89,South Africa
TIS,3626.T,6660000000.0,26.59,-2.65,Japan
Electrolux,ELUX-A.ST,6660000000.0,28.47,-2.34,Sweden
Exelixis,EXEL,6660000000.0,21.14,2.47,USA
Beyond Meat,BYND,6650000000.0,105.26,-1.0,USA
Mainfreight,MFT.NZ,6650000000.0,66.05,-1.03,New Zealand
Voestalpine,VAS.F,6640000000.0,37.24,-0.93,Austria
Tokyo Century,8439.T,6620000000.0,54.27,-4.11,Japan
Bharat Electronics,BEL.NS,6620000000.0,2.72,-0.67,India
Sage Group,SGE.L,6610000000.0,0.04,-0.79,UK
Prosperity Bancshares,PB,6610000000.0,71.13,-0.71,USA
Balkrishna Industries,BALKRISIND.NS,6600000000.0,34.18,0.07,India
Digital Turbine,APPS,6600000000.0,68.75,0.92,USA
OGE Energy,OGE,6590000000.0,32.96,-1.7,USA
J2 Global,JCOM,6580000000.0,136.62,-3.11,USA
Thyssenkrupp,TKA.F,6570000000.0,10.57,-0.44,Germany
Bangkok Bank,BBL.BK,6570000000.0,3.45,0.0,Thailand
Appian,APPN,6570000000.0,92.51,0.58,USA
Huntsman Corporation,HUN,6560000000.0,29.59,-0.87,USA
Sprout Social,SPT,6560000000.0,121.95,1.11,USA
Dai Nippon Printing,7912.T,6560000000.0,24.1,-0.48,Japan
RenaissanceRe,RNR,6560000000.0,139.4,-0.13,Bermuda
Brixmor Property Group,BRX,6560000000.0,22.11,-3.7,USA
Skechers,SKX,6560000000.0,42.12,-1.77,USA
Planet Fitness,PLNT,6530000000.0,78.55,-0.03,USA
Atacadão,CRFB3.SA,6510000000.0,3.28,1.95,Brazil
Change Healthcare,CHNG,6500000000.0,20.94,-0.99,USA
Arrowhead Pharmaceuticals,ARWR,6500000000.0,62.43,2.97,USA
Virgin Galactic,SPCE,6500000000.0,25.3,12.15,USA
Air Canada,AC.TO,6500000000.0,18.19,-2.57,Canada
Varonis,VRNS,6500000000.0,60.85,-0.99,USA
ENKA,ENKAI.IS,6500000000.0,1.17,1.96,Turkey
First Financial Bankshares,FFIN,6490000000.0,45.95,0.28,USA
Healthcare Trust of America,HTA,6490000000.0,29.66,-2.69,USA
SCSK Corporation,9719.T,6470000000.0,20.75,-1.9,Japan
Mattel,MAT,6470000000.0,18.56,-4.58,USA
Alkem Laboratories,ALKEM.NS,6470000000.0,54.16,0.93,India
Elbit Systems,ESLT,6470000000.0,144.84,0.2,Israel
Koç Holding,KCHOL.IS,6460000000.0,2.55,1.43,Turkey
Shimao Property,0813.HK,6460000000.0,1.83,2.15,Hong Kong
Omnicell,OMCL,6450000000.0,148.43,-0.53,USA
Fraport,FRA.DE,6440000000.0,69.8,-1.86,Germany
Treasury Wine Estates,TWE.AX,6440000000.0,8.92,-0.32,Australia
Grupo Aval,AVAL,6430000000.0,5.78,0.35,Colombia
Proximus,PROX.VI,6430000000.0,19.95,0.26,Belgium
Synovus,SNV,6420000000.0,43.89,-1.66,USA
Spark New Zealand,NZTCF,6420000000.0,3.35,3.72,New Zealand
Shift4 Payments,FOUR,6420000000.0,77.52,-2.45,USA
Lodha Group,LODHA.NS,6420000000.0,14.34,0.61,India
Coty,COTY,6410000000.0,7.86,-1.01,USA
HUTCHMED,HCM,6410000000.0,36.61,1.13,Hong Kong
MasTec,MTZ,6410000000.0,86.28,-2.49,USA
Nomura Real Estate Master Fund,3462.T,6400000000.0,1409.0,-1.87,Japan
Aalberts,AALB.AS,6400000000.0,57.88,-0.52,Netherlands
Faurecia,EO.PA,6390000000.0,47.48,0.12,France
Genting Singapore,G13.SI,6380000000.0,0.53,0.0,Singapore
KT Corporation,KT,6380000000.0,13.62,-0.29,S. Korea
Nexstar Media Group,NXST,6380000000.0,151.96,-1.71,USA
Texas Roadhouse,TXRH,6370000000.0,91.33,-0.99,USA
Bayan Resources,BYAN.JK,6370000000.0,1.91,-6.96,Indonesia
Erdemir,EREGL.IS,6370000000.0,1.88,1.09,Turkey
PI Industries,PIIND.NS,6360000000.0,41.96,-2.07,India
STAG Industrial,STAG,6350000000.0,39.25,-1.8,USA
Inspire Medical Systems,INSP,6350000000.0,232.88,3.91,USA
iQIYI,IQ,6330000000.0,8.03,3.88,China
Kingsoft Cloud,KC,6330000000.0,28.32,-0.21,China
Perrigo,PRGO,6320000000.0,47.33,8.8,Ireland
Klépierre,LI.PA,6320000000.0,22.57,-1.14,France
Columbia Sportswear,COLM,6320000000.0,95.84,-3.59,USA
Mapletree Logistics Trust,M44U.SI,6310000000.0,1.47,-1.96,Singapore
Kansai Paint,4613.T,6310000000.0,24.57,-1.15,Japan
Rapid7,RPD,6300000000.0,113.02,0.15,USA
Houlihan Lokey,HLI,6290000000.0,92.1,0.43,USA
Israel Discount Bank,ISDAY,6280000000.0,54.0,0.0,Israel
FS KKR Capital,FSK,6280000000.0,22.04,-1.65,USA
Kintetsu GHD,9041.T,6270000000.0,33.04,-2.12,Japan
II-VI Incorporated,IIVI,6270000000.0,59.36,-0.29,USA
CyberArk,CYBR,6270000000.0,157.82,-0.57,Israel
Kajima,1812.T,6270000000.0,12.55,-2.64,Japan
Silicon Labs,SLAB,6270000000.0,140.16,-0.3,USA
Saia,SAIA,6260000000.0,238.03,-0.17,USA
Royal Gold,RGLD,6260000000.0,95.49,-1.12,USA
Boston Beer Company,SAM,6260000000.0,509.75,-0.82,USA
Teradata,TDC,6250000000.0,57.35,1.34,USA
Somfy,SO.PA,6250000000.0,181.57,0.64,France
Stericycle,SRCL,6240000000.0,67.97,-1.98,USA
Barito Pacific,OB8.F,6230000000.0,0.05,1.16,Indonesia
Mercury NZ,MCY.AX,6230000000.0,4.51,1.63,New Zealand
TriNet,TNET,6220000000.0,94.58,-0.73,USA
Performance Food Group,PFGC,6220000000.0,46.46,-3.55,USA
ASR Nederland,ASRNL.AS,6220000000.0,45.88,0.79,Netherlands
Affiliated Managers Group,AMG,6220000000.0,151.09,-1.49,USA
British Land,BLDA.F,6220000000.0,6.56,0.0,UK
Clariant,CLN.SW,6220000000.0,18.89,-0.48,Switzerland
ANGI Homeservices,ANGI,6220000000.0,12.34,0.82,USA
McDonald's Japan,2702.T,6210000000.0,46.76,-0.57,Japan
OCI,OCI.AS,6210000000.0,29.63,1.11,Netherlands
Signify,LIGHT.AS,6210000000.0,50.09,0.23,Netherlands
Bandhan Bank,BANDHANBNK.NS,6200000000.0,3.85,0.95,India
Cholamandalam Investment and Finance,CHOLAFIN.NS,6200000000.0,7.56,-0.62,India
Emcor,EME,6200000000.0,115.38,-2.56,USA
Acuity Brands,AYI,6190000000.0,173.37,-1.61,USA
Freshpet,FRPT,6180000000.0,142.69,-0.72,USA
CACI,CACI,6180000000.0,262.1,-1.08,USA
Invitae,NVTA,6170000000.0,28.43,0.07,USA
BE Semiconductor,BESI.AS,6170000000.0,79.71,-2.28,Netherlands
Square Enix,9684.T,6160000000.0,51.59,-3.03,Japan
Televisa,TV,6140000000.0,10.98,-1.61,Mexico
R1 RCM,RCM,6130000000.0,22.01,2.18,USA
Switch,SWCH,6130000000.0,25.39,-1.21,USA
Denali Therapeutics,DNLI,6130000000.0,50.45,2.08,USA
Coherent,COHR,6130000000.0,250.09,-0.6,USA
BOSCH India,BOSCHLTD.NS,6130000000.0,208.02,-0.28,India
RBC Bearings,ROLL,6120000000.0,212.2,-1.26,USA
Stamps.com,STMP,6120000000.0,329.79,0.0,USA
CoreSite,COR,6120000000.0,138.54,-1.63,USA
Regal Beloit,RBC,6110000000.0,150.34,-1.02,USA
Ultragenyx,RARE,6110000000.0,90.19,4.73,USA
Procter & Gamble India,PGHH.NS,6100000000.0,188.05,-0.88,India
Nippon Express,9062.T,6090000000.0,67.41,-2.33,Japan
Colgate-Palmolive India,COLPAL.NS,6090000000.0,22.42,-0.39,India
Amkor Technology,AMKR,6090000000.0,24.95,-0.87,USA
Wendel,MF.PA,6090000000.0,139.2,-0.25,France
STAAR Surgical,STAA,6090000000.0,128.53,2.22,USA
InMode,INMD,6080000000.0,159.45,-0.06,Israel
Grupo Aeroportuario del Pacífico,PAC,6080000000.0,116.32,0.68,Mexico
Sixt,SIX2.F,6080000000.0,152.66,-1.35,Germany
Fox Factory Holding,FOXF,6080000000.0,144.54,-1.2,USA
Charoen Pokphand Foods,CPF.BK,6080000000.0,0.76,0.0,Thailand
Abbott India,ABBOTINDIA.NS,6080000000.0,286.03,3.41,India
Inovalon,INOV,6070000000.0,40.29,-0.27,USA
Joby Aviation,JOBY,6070000000.0,10.06,4.03,USA
Lumentum,LITE,6070000000.0,83.54,-0.52,USA
KOBAYASHI Pharmaceutical,4967.T,6060000000.0,77.6,-1.81,Japan
Primerica,PRI,6060000000.0,153.63,-1.23,USA
Allegro MicroSystems,ALGM,6060000000.0,31.96,0.53,USA
Chesapeake Energy,CHK,6050000000.0,61.59,1.2,USA
TMX Group,X.TO,6040000000.0,107.44,-0.73,Canada
ZhongAn Insurance ,6060.HK,6040000000.0,4.12,1.1,China
Hainan Airlines,900945.SS,6040000000.0,0.26,-0.78,China
Landstar System,LSTR,6040000000.0,157.82,-1.49,USA
Hindustan Aeronautics,HAL.NS,6040000000.0,18.06,-1.07,India
Green Thumb Industries,GTII.CN,6030000000.0,27.22,0.29,USA
Punjab National Bank,PNB.NS,6030000000.0,0.55,1.37,India
Ardagh Group,ARD,6020000000.0,25.49,-0.55,Luxembourg
Blueprint Medicines,BPMC,6020000000.0,102.81,-0.89,USA
Hera Group,HER.MI,6010000000.0,4.11,-0.59,Italy
QTS Data Centers,QTS,6010000000.0,77.98,0.04,USA
TeamViewer,TMV.DE,6000000000.0,29.48,-1.36,Germany
MDU Resources,MDU,6000000000.0,29.67,-1.26,USA
MGM Growth Properties,MGP,5990000000.0,38.3,-0.91,USA
Hanesbrands,HBI,5990000000.0,17.16,-7.34,USA
ASGN,ASGN,5980000000.0,113.14,-1.86,USA
New York Community Bank,NYCB,5980000000.0,12.87,-0.69,USA
Leggett & Platt,LEG,5970000000.0,44.84,-4.31,USA
Rexel,RXL.PA,5970000000.0,19.46,-0.59,France
Duolingo,DUOL,5970000000.0,166.36,-1.5,USA
Power Integrations,POWI,5960000000.0,98.99,-0.86,USA
Ingredion,INGR,5960000000.0,89.01,-2.09,USA
Icade,ICAD.PA,5960000000.0,78.77,-3.35,France
Red Rock Resorts,RRR,5950000000.0,51.22,-1.29,USA
MicroStrategy,MSTR,5950000000.0,578.4,2.13,USA
Grayscale Bitcoin Trust,GBTC,5940000000.0,33.85,5.39,USA
U.S. Steel,X,5930000000.0,21.97,0.5,USA
NeoGenomics,NEO,5930000000.0,48.24,-1.17,USA
Royal Unibrew,0R1.F,5920000000.0,121.15,2.5,Denmark
Astral Poly Technik,ASTRAL.NS,5900000000.0,29.39,0.91,India
Antero Resources,AR,5900000000.0,18.81,1.07,USA
Hitachi Construction Machinery,6305.T,5900000000.0,27.76,-2.2,Japan
Biocon,BIOCON.NS,5900000000.0,4.91,0.51,India
Pirelli,PIRC.MI,5890000000.0,5.9,-0.24,Italy
Exponent,EXPO,5890000000.0,113.15,-1.75,USA
Atos,ATO.PA,5880000000.0,53.58,1.83,France
DCP Midstream,DCP,5880000000.0,28.23,-0.14,USA
Quidel,QDEL,5870000000.0,141.15,0.81,USA
Tsuruha Holdings,3391.T,5870000000.0,121.06,-1.6,Japan
ManpowerGroup,MAN,5870000000.0,108.28,-1.43,USA
Scout24,G24.F,5850000000.0,70.17,-1.47,Germany
Sonoco,SON,5850000000.0,59.58,-1.55,USA
Obayashi,1802.T,5850000000.0,8.15,-1.83,Japan
Vicor,VICR,5840000000.0,134.16,-0.8,USA
Graphic Packaging,GPK,5840000000.0,19.04,-2.21,USA
Louisiana-Pacific,LPX,5840000000.0,61.37,-3.72,USA
Lupin Limited,LUPIN.NS,5830000000.0,12.85,0.19,India
ZIM Integrated Shipping Services,ZIM,5830000000.0,50.7,-1.25,Israel
Enagás,ENG.MC,5830000000.0,22.3,0.18,Spain
Duck Creek Technologies,DCT,5820000000.0,44.24,0.27,USA
eXp World Holdings,EXPI,5820000000.0,39.77,0.51,USA
Osram Licht,OSR.F,5820000000.0,61.82,0.0,Germany
Lanxess,LXS.F,5810000000.0,67.36,-2.55,Germany
TIM Participacoes,TSU,5810000000.0,12.28,0.33,Brazil
Fuchs Petrolub,FPE.F,5810000000.0,36.71,0.25,Germany
BOC Aviation,2588.HK,5810000000.0,8.37,-0.99,Singapore
WESCO International,WCC,5800000000.0,115.32,-1.8,USA
Capcom,9697.T,5800000000.0,27.18,-2.09,Japan
Everbridge,EVBG,5790000000.0,151.04,-1.72,USA
Integra LifeSciences,IART,5790000000.0,68.48,-2.8,USA
A1 Telekom Austria,TA1.F,5790000000.0,8.58,0.41,Austria
Halozyme Therapeutics,HALO,5790000000.0,40.68,2.6,USA
Gujarat Gas,GUJGASLTD.NS,5780000000.0,8.41,-2.13,India
Container Corporation of India,CONCOR.NS,5780000000.0,9.5,0.07,India
SPS Commerce,SPSC,5770000000.0,161.31,-1.47,USA
Lufthansa,LHA.DE,5770000000.0,6.89,-4.99,Germany
NextEra Energy Partners,NEP,5770000000.0,75.36,-0.25,USA
Beam Therapeutics,BEAM,5770000000.0,87.01,-0.26,USA
Upwork,UPWK,5740000000.0,45.03,2.29,USA
Indian Overseas Bank,IOB.NS,5740000000.0,0.3,-0.88,India
New Fortress Energy,NFE,5730000000.0,27.75,2.97,USA
Reynolds Consumer,REYN,5730000000.0,27.34,-2.36,USA
LG Display,LPL,5730000000.0,7.95,0.0,S. Korea
Acadia Healthcare,ACHC,5730000000.0,63.78,-0.73,USA
Bank of Baroda,BANKBARODA.NS,5730000000.0,1.11,0.55,India
CPFL Energia,CPFE3.SA,5720000000.0,4.97,-0.99,Brazil
Hindustan Petroleum,HINDPETRO.NS,5720000000.0,4.04,-0.18,India
Allakos,ALLK,5710000000.0,105.87,0.13,USA
Cyfrowy Polsat,CP9.F,5710000000.0,8.88,1.39,Poland
BAWAG Group,0B2.F,5710000000.0,63.45,-1.0,Austria
Ambarella,AMBA,5700000000.0,155.74,0.66,USA
MSA Safety,MSA,5700000000.0,145.7,-0.29,USA
Nordic Semiconductor,NOD.OL,5700000000.0,29.89,-2.09,Norway
Gelsenwasser,WWG.F,5700000000.0,1660.0,0.0,Germany
National Mineral Development Corporation,NMDC.NS,5700000000.0,1.95,0.94,India
Hilton Grand Vacations,HGV,5690000000.0,47.57,-3.27,USA
Vir Biotechnology,VIR,5680000000.0,43.52,0.83,USA
Vontier,VNT,5670000000.0,33.6,-2.33,USA
Aurobindo Pharma,AUROPHARMA.NS,5660000000.0,9.63,-1.41,India
JCDecaux,DEC.PA,5660000000.0,26.63,0.0,France
ACC,ACC.NS,5650000000.0,30.12,-0.89,India
The AZEK Company,AZEK,5650000000.0,36.53,-0.9,USA
Grupo Aeroportuario del Sureste,ASR,5650000000.0,187.0,2.31,Mexico
Watts Water Technologies,WTS,5650000000.0,168.09,-3.46,USA
Range Resources,RRC,5650000000.0,22.63,2.49,USA
Clean Harbors,CLH,5650000000.0,103.87,-1.47,USA
Fielmann,FIE.F,5640000000.0,67.22,-1.03,Germany
ENGIE Brasil,EGIE3.SA,5640000000.0,6.92,-0.61,Brazil
Fate Therapeutics,FATE,5640000000.0,59.27,-0.89,USA
Valvoline,VVV,5630000000.0,31.18,-2.53,USA
Toppan,7911.T,5630000000.0,16.66,-2.1,Japan
Harley-Davidson,HOG,5630000000.0,36.61,-2.79,USA
Sweco,SWEC-A.ST,5630000000.0,15.94,-1.75,Sweden
Jardine Singapore,C07.SI,5620000000.0,14.24,-0.05,Singapore
Southwestern Energy,SWN,5620000000.0,5.54,-3.48,USA
Maravai LifeSciences,MRVI,5610000000.0,49.08,1.36,USA
Paysafe,PSFE,5600000000.0,7.75,2.51,USA
Luminar Technologies,LAZR,5600000000.0,15.6,-0.06,USA
Goosehead Insurance,GSHD,5600000000.0,152.29,1.18,USA
Pacific Biosciences,PACB,5590000000.0,25.55,2.78,USA
Orion Corporation,ORNAV.HE,5590000000.0,39.82,1.03,Finland
AbCellera,ABCL,5580000000.0,20.04,3.03,Canada
United Breweries,UBL.NS,5580000000.0,21.12,-0.3,India
1&1 Drillisch,DRI.F,5570000000.0,31.52,0.0,Germany
Bank OZK,OZK,5570000000.0,42.98,-2.65,USA
Jindal Steel & Power,JINDALSTEL.NS,5560000000.0,5.46,3.99,India
Crane Co.,CR,5550000000.0,94.81,-1.28,USA
Sinopac Financial Holdings,2890.TW,5550000000.0,0.49,-1.44,Taiwan
BlackBerry,BB,5540000000.0,9.73,1.35,Canada
KBR,KBR,5540000000.0,39.4,-0.15,USA
Douglas Emmett,DEI,5540000000.0,31.61,-2.38,USA
Cousins Properties,CUZ,5540000000.0,37.29,-2.25,USA
Keyera,KEY.TO,5540000000.0,25.07,-0.25,Canada
Owl Rock Capital,ORCC,5530000000.0,14.12,-0.14,USA
Innovative Industrial,IIPR,5530000000.0,231.17,-0.01,USA
Cencosud,CENCOSUD.SN,5520000000.0,1.94,0.8,Chile
ALD Automotive,ALD.PA,5520000000.0,13.7,0.17,France
COSCO SHIPPING Development,601866.SS,5510000000.0,0.6,2.9,China
AAK,AAK.ST,5510000000.0,21.49,0.37,Sweden
Santen Pharmaceutical,4536.T,5500000000.0,13.78,-2.22,Japan
AltaGas,ALA.TO,5500000000.0,19.66,0.04,Canada
Eagle Materials,EXP,5490000000.0,131.16,-3.66,USA
Nippon Shinyaku,4516.T,5490000000.0,81.54,-1.94,Japan
Varta,VAR1.F,5480000000.0,135.71,-0.55,Germany
Spirit Realty Capital,SRC,5480000000.0,46.04,-2.5,USA
Adani Gas,ADANIGAS.NS,5480000000.0,4.99,-0.25,India
Acom,8572.T,5480000000.0,3.57,-2.68,Japan
EngageSmart,ESMT,5480000000.0,34.06,-0.7,USA
Banco Popular ,BPOPO,5470000000.0,26.0,-1.55,USA
Hochtief,HOT.F,5470000000.0,80.22,-0.83,Germany
Novanta,NOVT,5460000000.0,154.5,-0.64,USA
Tobu Railway,9001.T,5450000000.0,26.13,-3.05,Japan
Medallia,MDLA,5450000000.0,33.87,0.03,USA
Canopy Growth,CGC,5440000000.0,13.86,0.73,Canada
Kingsoft,3888.HK,5430000000.0,3.99,2.81,China
Valmet,VALMT.HE,5430000000.0,36.38,1.72,Finland
Banco de Crédito e Inversiones,BCI.SN,5430000000.0,36.54,0.29,Chile
nVent Electric,NVT,5430000000.0,32.33,-2.03,UK
Altair Engineering,ALTR,5420000000.0,68.94,0.04,USA
AMN Healthcare Services,AMN,5420000000.0,114.75,2.31,USA
Andritz,AZ2.F,5420000000.0,54.63,-0.34,Austria
Valley Bank,VLY,5420000000.0,13.31,-2.2,USA
PacWest Bancorp,PACW,5410000000.0,45.32,-1.41,USA
Mapletree Industrial Trust,ME8U.SI,5410000000.0,2.04,-0.36,Singapore
Helen of Troy,HELE,5410000000.0,224.68,-2.09,USA
Cathay Pacific,0293.HK,5410000000.0,0.84,1.08,Hong Kong
Ashland,ASH,5410000000.0,89.12,0.69,USA
HealthEquity,HQY,5400000000.0,64.76,-3.33,USA
International Game Technology,IGT,5400000000.0,26.32,-1.64,UK
De' Longhi,DLG.MI,5390000000.0,36.08,-1.46,Italy
HollyFrontier,HFC,5380000000.0,33.13,1.31,USA
Sallie Mae,SLM,5380000000.0,17.6,1.03,USA
Top Glove,BVA.SI,5370000000.0,0.65,-2.2,Malaysia
Honeywell Automation India,HONAUT.NS,5370000000.0,608.04,-1.33,India
Lundbeck,LDB.F,5370000000.0,26.79,-0.77,Denmark
Scor,SCR.PA,5370000000.0,29.11,-1.42,France
Voltas,VOLTAS.NS,5360000000.0,16.22,-1.2,India
Element Solutions,ESI,5360000000.0,21.68,-2.61,USA
TFS Financial,TFSL,5340000000.0,19.06,-1.14,USA
Varun Beverages,VBL.NS,5310000000.0,12.27,1.38,India
Mazda,7261.T,5300000000.0,8.43,-3.38,Japan
Lechwerke,LEC.F,5300000000.0,149.76,-2.27,Germany
